start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-14T07:48:25.588185,26,male,1.84,0.819,73.779,168.125,54.097,1.039,1.306,1.48,1
2025-04-14T07:48:53.542466,26,male,1.84,0.819,67.914,165.429,56.733,1.051,1.428,1.56,2
2025-04-14T07:49:25.430270,26,male,1.84,0.819,75.081,166.598,52.521,1.093,1.459,1.4,3
2025-04-14T07:49:51.705624,26,male,1.84,0.819,76.216,169.424,54.278,0.803,1.32,1.92,4
2025-04-14T07:50:12.534789,26,male,1.84,0.819,69.852,159.556,52.071,0.842,1.511,1.84,5
2025-04-14T07:50:32.982493,26,male,1.84,0.819,67.469,166.797,57.726,0.93,1.424,1.8,6
2025-04-14T07:51:37.380223,26,male,1.84,0.819,67.801,166.687,57.078,0.951,1.653,1.72,7
2025-04-14T07:51:59.698686,26,male,1.84,0.819,75.567,163.309,50.865,0.912,1.51,1.64,8
2025-04-14T07:52:19.357985,26,male,1.84,0.819,72.325,163.564,52.687,1.164,1.395,1.28,9
2025-04-14T07:53:02.808168,26,male,1.84,0.819,70.903,159.71,51.541,1.008,1.458,1.52,10
2025-04-14T07:54:19.380397,26,male,1.84,0.819,78.117,165.688,50.204,1.028,1.304,1.4,11
2025-04-14T07:54:40.982670,26,male,1.84,0.819,71.479,159.071,50.775,0.878,1.646,1.72,12
2025-04-14T07:55:06.458854,26,male,1.84,0.819,75.119,163.194,50.753,0.757,1.57,1.96,13
2025-04-14T07:55:31.167379,26,male,1.84,0.819,74.656,168.048,54.134,0.822,1.244,1.88,14
2025-04-14T07:55:53.667012,26,male,1.84,0.819,72.128,168.438,55.747,0.813,1.413,1.96,15
2025-04-14T07:56:18.309882,26,male,1.84,0.819,74.522,167.125,52.943,0.754,1.236,2.04,16
2025-04-14T07:56:41.377334,26,male,1.84,0.819,74.04,169.691,55.235,0.979,1.332,1.6,17
2025-04-14T07:57:07.867253,26,male,1.84,0.819,67.298,167.972,58.452,0.916,1.409,1.84,18
2025-04-14T07:57:33.476495,26,male,1.84,0.819,69.603,164.17,54.757,0.89,1.366,1.8,19
2025-04-14T07:57:56.796095,26,male,1.84,0.819,67.047,166.296,57.371,0.929,1.343,1.8,20
2025-04-14T07:58:20.354391,26,male,1.84,0.819,69.705,167.251,56.611,0.872,1.377,1.88,21
2025-04-14T07:58:44.069518,26,male,1.84,0.819,67.581,168.175,58.817,0.933,1.385,1.8,22
