start_datetime,age,gender,height (m),effective_length (m),min_displacement (m),max_displacement (m),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
,,,,,,,50.65077,0.77921,1.60586,1.28,1
,,,,,,,55.89146,0.82754,1.56728,1.36,2
,,,,,,,53.36781,0.80144,1.59868,1.12,3
,,,,,,,51.95801,0.72402,1.41503,1.6,4
,,,,,,,57.42411,0.84575,1.58299,1.64,5
,,,,,,,58.94241,0.84786,1.5392,1.48,6
,,,,,,,58.74255,0.80258,1.59809,1.48,7
,,,,,,,55.47043,0.81937,1.66597,1.32,8
,,,,,,,52.81116,0.88541,1.58323,1.08,9
,,,,,,,45.90059,0.89797,1.44486,1.24,10
,,,,,,,50.26495,0.6951,1.44771,1.16,11
,,,,,,,52.7054,0.71467,1.59496,1.44,12
,,,,,,,54.99123,0.6678,1.23518,1.64,13
,,,,,,,50.42762,0.65709,1.46972,1.64,14
,,,,,,,47.53537,0.73453,1.39026,1.72,15
,,,,,,,52.60521,0.69221,1.67498,1.84,16
,,,,,,,49.82604,0.68947,1.45122,1.4,17
,,,,,,,57.72488,0.75477,1.66991,1.56,18
,,,,,,,54.03279,1.02277,1.98071,1.48,19
,,,,,,,52.94619,0.89321,1.51291,1.52,20
,,,,,,,49.39616,0.73201,1.56996,1.6,21
,,,,,,,58.87101,0.85856,1.53672,1.52,22
,,,,,,,61.54417,0.78649,1.81162,1.68,23
,,,,,,,59.03846,0.86538,1.79609,1.44,24
,,,,,,,53.22443,0.74329,1.53189,1.24,25
,,,,,,,54.04933,1.02832,1.53135,1.12,26
,,,,,,,59.63718,1.02639,1.67402,1.16,27
,,,,,,,69.72144,1.04713,2.22647,1.36,28
,,,,,,,39.30929,0.7821,1.43268,1.0,29
,,,,,,,45.67826,0.96258,1.55418,1.16,30
,,,,,,,42.04398,0.81813,1.53751,1.04,31
,,,,,,,49.69586,0.81004,1.42603,1.12,32
,,,,,,,51.22025,0.79367,1.58036,1.08,33
,,,,,,,44.12968,0.84389,1.68692,0.96,34
,,,,,,,41.79399,0.70128,1.36072,0.88,35
,,,,,,,50.86113,0.8868,1.66147,0.96,36
,,,,,,,44.23963,0.82819,1.53169,0.88,37
,,,,,,,45.96147,0.84364,1.55085,0.96,38
,,,,,,,47.37632,1.02813,1.56271,0.96,39
,,,,,,,43.14577,0.72985,1.39584,1.0,40
,,,,,,,49.9557,0.7951,1.39902,1.04,41
,,,,,,,51.78431,0.83415,1.47083,1.08,42
,,,,,,,45.74156,0.80719,1.29212,1.04,43
,,,,,,,47.72192,0.90347,1.82661,1.04,44
,,,,,,,49.3989,0.95001,1.36189,0.96,45
,,,,,,,46.5407,0.90798,1.62109,0.92,46
,,,,,,,47.32255,0.80595,1.30716,0.96,47
