start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-10T09:49:39.694870,26,male,1.84,0.819,66.592,162.249,54.676,1.148,1.269,1.4,1
2025-04-10T09:50:09.956606,26,male,1.84,0.819,66.823,166.406,57.106,1.09,1.317,1.52,2
2025-04-10T09:50:38.487211,26,male,1.84,0.819,69.355,169.463,57.642,1.249,1.487,1.32,3
2025-04-10T09:51:25.009729,26,male,1.84,0.819,67.57,163.932,55.532,0.9,1.374,1.8,4
2025-04-10T09:52:04.127269,26,male,1.84,0.819,68.47,164.93,55.785,0.909,1.476,1.76,5
2025-04-10T09:52:39.951324,26,male,1.84,0.819,66.05,163.064,55.672,0.958,1.489,1.72,6
2025-04-10T09:53:15.781142,26,male,1.84,0.819,66.7,168.269,58.828,1.004,1.379,1.68,7
2025-04-10T09:53:51.532756,26,male,1.84,0.819,75.053,166.395,52.586,0.973,1.442,1.56,8
2025-04-10T09:54:25.074219,26,male,1.84,0.819,70.465,169.548,57.176,1.298,1.426,1.24,9
2025-04-10T09:55:07.068194,26,male,1.84,0.819,70.911,165.276,54.555,1.085,1.449,1.44,10
2025-04-10T09:55:49.179622,26,male,1.84,0.819,69.5,161.417,52.859,1.193,1.359,1.32,11
2025-04-10T09:56:24.836806,26,male,1.84,0.819,69.062,164.003,54.907,0.968,1.542,1.64,12
2025-04-10T09:57:08.510354,26,male,1.84,0.819,69.826,165.302,55.261,0.856,1.424,1.88,13
2025-04-10T09:57:50.419439,26,male,1.84,0.819,73.243,165.883,53.351,0.851,1.405,1.8,14
2025-04-10T09:58:30.860649,26,male,1.84,0.819,69.394,162.518,53.762,0.858,1.451,1.84,15
2025-04-10T09:59:12.293310,26,male,1.84,0.819,74.586,169.348,54.689,0.773,1.355,2.0,16
2025-04-10T09:59:50.960463,26,male,1.84,0.819,74.758,165.0,51.929,0.982,1.514,1.52,17
2025-04-10T10:00:32.021635,26,male,1.84,0.819,73.43,164.482,52.311,0.892,1.57,1.72,18
2025-04-10T10:01:11.931418,26,male,1.84,0.819,75.694,160.729,49.147,0.874,1.586,1.68,19
2025-04-10T10:01:50.218469,26,male,1.84,0.819,67.82,161.992,54.448,0.959,1.445,1.68,20
2025-04-10T10:02:30.417430,26,male,1.84,0.819,68.323,162.026,53.966,0.905,1.645,1.76,21
2025-04-10T10:03:10.568748,26,male,1.84,0.819,73.367,167.237,54.124,0.92,1.462,1.68,22
2025-04-10T10:03:49.635185,26,male,1.84,0.819,68.827,163.435,54.476,0.869,1.396,1.84,23
2025-04-10T10:04:28.848299,26,male,1.84,0.819,63.877,167.379,59.781,1.036,1.556,1.68,24
2025-04-10T10:05:02.551468,26,male,1.84,0.819,66.198,161.885,54.832,1.166,1.565,1.4,25
2025-04-10T10:05:34.816370,26,male,1.84,0.819,72.582,167.253,54.706,1.23,1.483,1.28,26
2025-04-10T10:06:05.447397,26,male,1.84,0.819,63.363,167.178,59.652,1.293,1.437,1.32,27
2025-04-10T10:06:36.272503,26,male,1.84,0.819,59.203,167.596,62.68,1.169,1.58,1.56,28
2025-04-10T10:07:04.219855,26,male,1.84,0.819,91.562,167.362,43.569,1.013,1.492,1.2,29
2025-04-10T10:07:32.083013,26,male,1.84,0.819,84.596,158.388,42.652,1.065,1.671,1.2,30
2025-04-10T10:08:03.019781,26,male,1.84,0.819,89.495,166.255,44.234,1.017,1.322,1.24,31
2025-04-10T10:08:33.913415,26,male,1.84,0.819,81.849,169.324,50.523,1.142,1.54,1.24,32
2025-04-10T10:09:04.935052,26,male,1.84,0.819,80.195,167.642,50.512,1.165,1.392,1.24,33
2025-04-10T10:09:34.338863,26,male,1.84,0.819,80.828,169.006,50.547,1.254,1.471,1.12,34
2025-04-10T10:10:02.438027,26,male,1.84,0.819,85.095,163.801,45.675,1.258,1.432,1.04,35
2025-04-10T10:10:30.059850,26,male,1.84,0.819,83.783,166.846,47.89,1.256,1.553,1.08,36
2025-04-10T10:10:56.220095,26,male,1.84,0.819,90.409,162.434,41.732,1.197,1.544,1.0,37
2025-04-10T10:11:24.759539,26,male,1.84,0.819,83.901,158.124,42.546,1.138,1.663,1.12,38
2025-04-10T10:11:51.263952,26,male,1.84,0.819,82.716,160.83,44.948,1.219,1.556,1.08,39
2025-04-10T10:12:18.960275,26,male,1.84,0.819,80.667,163.031,47.257,1.179,1.421,1.16,40
2025-04-10T10:12:47.482219,26,male,1.84,0.819,81.934,160.741,45.263,1.14,1.435,1.16,41
