start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T11:34:29.298263,21,male,1.68,0.774,94.733,162.789,27.596,0.719,1.12,0.8,1
2025-04-04T11:34:59.107462,21,male,1.68,0.774,93.589,168.71,30.463,0.739,1.079,0.8,2
2025-04-04T11:35:25.112189,21,male,1.68,0.774,96.786,165.412,27.826,0.71,0.945,0.8,3
2025-04-04T11:35:53.750222,21,male,1.68,0.774,96.101,162.648,26.68,0.7,0.988,0.8,4
2025-04-04T11:36:23.817534,21,male,1.68,0.774,96.009,166.625,28.387,0.704,0.946,0.8,5
2025-04-04T11:36:53.476608,21,male,1.68,0.774,94.988,163.289,27.542,0.694,1.007,0.8,6
2025-04-04T11:37:20.189773,21,male,1.68,0.774,95.594,166.577,28.732,0.685,1.001,0.84,7
2025-04-04T11:37:44.050047,21,male,1.68,0.774,96.218,165.287,27.912,0.716,1.09,0.76,8
2025-04-04T11:38:09.956874,21,male,1.68,0.774,95.717,161.409,26.534,0.697,1.018,0.8,9
2025-04-04T11:38:35.425617,21,male,1.68,0.774,92.819,162.423,27.775,0.726,0.951,0.8,10
2025-04-04T11:39:01.867830,21,male,1.68,0.774,93.484,166.73,29.225,0.752,1.096,0.8,11
