start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T11:24:06.337096,21,male,1.84,0.815,64.314,168.691,43.867,0.636,1.597,1.44,1
2025-04-03T11:24:28.396460,21,male,1.84,0.815,67.794,163.435,40.162,0.602,1.398,1.44,2
2025-04-03T11:24:49.479918,21,male,1.84,0.815,68.417,164.652,40.156,0.668,1.346,1.28,3
2025-04-03T11:25:10.182560,21,male,1.84,0.815,69.798,162.661,38.883,0.632,1.27,1.32,4
2025-04-03T11:25:31.086122,21,male,1.84,0.815,66.953,162.495,40.086,0.659,1.333,1.28,5
2025-04-03T11:25:52.194179,21,male,1.84,0.815,65.868,159.181,39.158,0.653,1.322,1.28,6
2025-04-03T11:26:12.960860,21,male,1.84,0.815,66.055,161.725,40.117,0.66,1.344,1.28,7
2025-04-03T11:26:33.443705,21,male,1.84,0.815,63.987,161.661,41.0,0.667,1.336,1.28,8
2025-04-03T11:26:52.874776,21,male,1.84,0.815,61.971,159.741,41.232,0.735,1.377,1.2,9
2025-04-03T11:27:13.817790,21,male,1.84,0.815,62.534,163.434,42.208,0.699,1.46,1.28,10
