start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-08T10:32:14.968714,21,male,1.84,0.781,99.409,167.884,46.892,0.47,1.051,1.233,1
2025-04-08T10:33:24.385339,21,male,1.84,0.781,99.642,169.088,48.367,0.485,0.89,1.2,2
2025-04-08T10:34:55.943989,21,male,1.84,0.781,106.5,168.314,42.637,0.387,0.87,1.267,3
2025-04-08T10:36:11.400173,21,male,1.84,0.781,96.78,166.481,48.161,0.507,0.73,1.167,4
2025-04-08T10:37:40.317494,21,male,1.84,0.781,108.86,169.612,41.65,0.395,0.976,1.267,5
2025-04-08T10:38:49.903174,21,male,1.84,0.781,108.269,168.559,42.324,0.436,0.738,1.3,6
2025-04-08T10:40:09.980989,21,male,1.84,0.781,101.611,168.186,45.525,0.393,0.627,1.433,7
