start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T13:01:29.198128,21,male,1.68,0.741,66.875,167.711,32.247,1.281,3.3,0.36,1
2025-04-04T13:02:47.899915,21,male,1.68,0.741,46.119,155.019,35.121,0.93,3.3,0.4,2
2025-04-04T13:03:49.384548,21,male,1.68,0.741,81.133,167.06,27.104,0.736,2.78,0.32,3
2025-04-04T13:04:45.852724,21,male,1.68,0.741,133.806,161.759,9.737,0.277,1.447,0.36,4
2025-04-04T13:06:53.668438,21,male,1.68,0.741,107.749,164.941,18.566,0.448,1.253,0.36,5
2025-04-04T13:08:13.107254,21,male,1.68,0.741,53.356,163.477,36.058,1.278,3.3,0.36,6
2025-04-04T13:09:54.789931,21,male,1.68,0.741,20.081,157.825,44.513,1.75,3.3,0.4,7
2025-04-04T13:11:28.790113,21,male,1.68,0.741,29.101,163.284,43.183,1.428,3.3,0.48,8
2025-04-04T13:12:41.204610,21,male,1.68,0.741,11.46,164.769,48.653,1.628,3.3,0.44,9
2025-04-04T13:13:27.150811,21,male,1.68,0.741,57.703,152.366,35.518,1.419,3.3,0.24,10
2025-04-04T13:14:13.191023,21,male,1.68,0.741,138.303,138.303,0.0,0.2,0.3,0.08,11
2025-04-04T13:15:19.038668,21,male,1.68,0.741,35.926,169.762,42.775,1.161,3.3,0.32,12
2025-04-04T13:16:33.829082,21,male,1.68,0.741,19.802,161.469,45.221,1.577,3.3,0.48,13
2025-04-04T13:17:35.989208,21,male,1.68,0.741,59.532,168.462,30.803,1.352,3.3,0.36,14
