start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T12:19:03.167681,21,male,1.68,0.492,108.127,161.79,30.302,2.336,2.436,0.8,1
2025-04-04T12:19:21.160665,21,male,1.68,0.492,107.678,158.051,28.566,1.709,1.962,0.96,2
2025-04-04T12:19:36.544220,21,male,1.68,0.492,109.941,160.205,28.413,1.834,2.717,1.0,3
2025-04-04T12:20:10.509044,21,male,1.68,0.492,108.992,160.293,28.956,1.854,2.251,0.92,4
2025-04-04T12:20:52.737507,21,male,1.68,0.492,108.035,162.861,30.668,2.046,2.734,0.96,5
2025-04-04T12:21:34.907670,21,male,1.68,0.492,108.027,161.529,29.84,2.039,2.283,0.96,6
2025-04-04T12:22:19.433894,21,male,1.68,0.492,111.624,163.264,29.163,1.806,2.16,0.96,7
2025-04-04T12:23:09.036706,21,male,1.68,0.492,106.526,162.839,32.666,2.071,2.494,1.0,8
2025-04-04T12:23:53.629076,21,male,1.68,0.492,111.213,164.267,30.322,1.937,2.256,0.96,9
2025-04-04T12:24:45.833471,21,male,1.68,0.492,101.255,159.856,34.04,2.033,2.374,1.04,10
