start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-09T12:43:30.626132,21,male,1.84,0.522,106.154,149.48,26.404,2.437,2.537,0.72,1
2025-04-09T12:44:17.360627,21,male,1.84,0.522,103.994,152.602,29.915,2.562,2.662,0.76,2
2025-04-09T12:45:03.471609,21,male,1.84,0.522,100.64,152.652,32.016,2.6,2.7,0.6,3
2025-04-09T12:46:00.733765,21,male,1.84,0.522,104.888,151.408,29.279,2.6,2.7,0.56,4
2025-04-09T12:47:16.260125,21,male,1.84,0.522,103.014,146.355,26.672,2.522,2.622,0.68,5
2025-04-09T12:48:49.322307,21,male,1.84,0.522,105.38,156.113,30.592,2.6,2.7,0.68,6
2025-04-09T12:50:44.777151,21,male,1.84,0.522,103.977,149.633,28.008,2.6,2.7,0.68,7
2025-04-09T12:53:06.609519,21,male,1.84,0.522,101.398,138.957,22.499,1.5,1.6,0.96,8
2025-04-09T12:55:01.466527,21,male,1.84,0.522,100.455,148.808,29.093,2.408,2.508,0.76,9
2025-04-09T12:57:04.256176,21,male,1.84,0.522,101.743,155.226,32.863,2.348,2.448,0.88,10
2025-04-09T12:57:18.627941,21,male,1.84,0.522,100.729,108.287,4.512,2.6,2.7,0.04,11
2025-04-09T12:57:34.733661,21,male,1.84,0.522,103.549,103.549,0.0,0.0,0.0,0.0,12
2025-04-09T12:59:37.366124,21,male,1.84,0.522,108.808,155.176,27.563,2.53,2.63,0.72,13
2025-04-09T13:01:17.300819,21,male,1.84,0.522,106.353,165.856,36.389,2.6,2.7,0.84,14
2025-04-09T13:03:05.721693,21,male,1.84,0.522,106.641,150.83,27.04,2.265,2.365,0.8,15
2025-04-09T13:03:45.844986,21,male,1.84,0.522,101.268,101.268,0.0,0.0,0.0,0.0,16
