start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T12:27:46.310723,21,male,1.68,0.492,106.154,149.48,24.899,2.298,2.398,0.72,1
2025-04-04T12:28:43.693199,21,male,1.68,0.492,103.994,152.602,28.21,2.416,2.516,0.76,2
2025-04-04T12:29:31.156776,21,male,1.68,0.492,100.64,152.652,30.192,2.6,2.7,0.6,3
2025-04-04T12:30:21.982859,21,male,1.68,0.492,104.888,151.408,27.61,2.6,2.7,0.56,4
2025-04-04T12:31:17.111373,21,male,1.68,0.492,103.014,146.355,25.152,2.378,2.478,0.68,5
2025-04-04T12:32:08.121423,21,male,1.68,0.492,105.38,156.113,28.849,2.6,2.7,0.68,6
2025-04-04T12:33:08.852234,21,male,1.68,0.492,103.977,149.633,26.412,2.566,2.666,0.68,7
2025-04-04T12:34:25.112219,21,male,1.68,0.492,101.398,138.957,21.217,1.415,1.515,0.96,8
2025-04-04T12:35:18.738223,21,male,1.68,0.492,100.455,148.808,27.435,2.271,2.371,0.76,9
2025-04-04T12:36:13.144754,21,male,1.68,0.492,101.743,155.226,30.99,2.215,2.315,0.88,10
2025-04-04T12:36:19.958627,21,male,1.68,0.492,100.729,108.287,4.255,2.6,2.7,0.04,11
2025-04-04T12:36:27.328510,21,male,1.68,0.492,103.549,103.549,0.0,0.0,0.0,0.0,12
2025-04-04T12:37:23.058820,21,male,1.68,0.492,108.808,155.176,25.993,2.386,2.486,0.72,13
2025-04-04T12:38:14.794431,21,male,1.68,0.492,106.353,165.856,34.315,2.573,2.673,0.84,14
2025-04-04T12:39:08.183559,21,male,1.68,0.492,106.641,150.83,25.499,2.136,2.236,0.8,15
2025-04-04T12:39:30.741959,21,male,1.68,0.492,101.268,101.268,0.0,0.0,0.0,0.0,16
