start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-09T12:43:31.833304,21,male,1.84,0.522,107.773,165.012,33.805,2.005,2.104,1.04,1
2025-04-09T12:44:06.156445,21,male,1.84,0.522,105.314,179.554,44.623,2.6,2.766,0.92,2
2025-04-09T12:44:41.921610,21,male,1.84,0.522,123.66,172.958,31.736,2.398,2.498,0.84,3
2025-04-09T12:45:33.142524,21,male,1.84,0.522,110.884,172.54,36.226,2.286,2.386,1.0,4
2025-04-09T12:46:20.103805,21,male,1.84,0.522,105.867,172.671,39.654,2.6,3.13,0.96,5
2025-04-09T12:47:24.975829,21,male,1.84,0.522,108.189,177.325,41.044,2.51,2.61,1.08,6
2025-04-09T12:47:36.038554,21,male,1.84,0.522,112.689,112.689,0.0,0.0,0.0,0.0,7
2025-04-09T12:49:57.483030,21,male,1.84,0.522,115.034,178.731,37.926,2.6,2.7,0.92,8
2025-04-09T12:51:17.921557,21,male,1.84,0.522,107.097,171.511,40.538,2.6,2.7,0.88,9
2025-04-09T12:53:09.292987,21,male,1.84,0.522,117.391,175.034,33.203,1.512,2.152,1.24,10
2025-04-09T12:59:48.556674,21,male,1.84,0.522,113.311,176.884,39.053,1.641,3.3,5.88,11
2025-04-09T13:00:54.758316,21,male,1.84,0.522,114.028,135.962,12.597,1.3,1.4,0.44,12
2025-04-09T13:02:08.954566,21,male,1.84,0.522,121.782,176.08,34.015,2.46,3.276,0.8,13
