start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T09:01:43.438946,21,male,1.68,0.274,88.828,148.805,30.91,1.94,2.095,0.36,1
2025-04-04T09:02:09.191734,21,male,1.68,0.274,82.592,143.646,30.888,2.183,2.37,0.36,2
2025-04-04T09:02:31.768529,21,male,1.68,0.274,78.401,148.738,36.36,2.167,2.302,0.4,3
2025-04-04T09:02:53.149446,21,male,1.68,0.274,77.19,151.866,38.795,2.382,2.482,0.4,4
2025-04-04T09:03:13.509503,21,male,1.68,0.274,73.215,143.387,35.528,2.331,2.431,0.36,5
2025-04-04T09:03:33.439033,21,male,1.68,0.274,84.192,146.271,31.088,1.851,1.951,0.4,6
2025-04-04T09:03:51.792175,21,male,1.68,0.274,75.135,147.771,37.623,2.314,2.414,0.4,7
2025-04-04T09:04:09.278811,21,male,1.68,0.274,79.913,151.206,37.389,2.215,2.304,0.36,8
2025-04-04T09:04:26.809135,21,male,1.68,0.274,83.866,145.776,31.808,1.95,2.118,0.36,9
2025-04-04T09:04:45.854643,21,male,1.68,0.274,75.665,145.89,35.995,2.13,2.133,0.4,10
2025-04-04T09:05:08.866054,21,male,1.68,0.274,87.035,149.944,32.803,1.806,1.906,0.36,11
2025-04-04T09:05:38.977348,21,male,1.68,0.274,83.66,138.539,28.338,2.014,2.293,0.36,12
