start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T12:34:51.480950,21,male,1.84,0.299,83.598,139.489,30.853,1.128,1.219,0.68,1
2025-04-03T12:35:06.846038,21,male,1.84,0.299,100.32,140.492,21.971,0.664,1.181,0.8,2
2025-04-03T12:35:23.380722,21,male,1.84,0.299,97.944,147.901,27.791,0.737,0.783,0.84,3
2025-04-03T12:35:39.241638,21,male,1.84,0.299,99.562,142.774,23.67,0.688,0.856,0.8,4
2025-04-03T12:35:55.761235,21,male,1.84,0.299,99.814,147.732,26.608,0.743,0.84,0.84,5
2025-04-03T12:36:11.643302,21,male,1.84,0.299,98.911,150.859,28.986,0.765,0.886,0.84,6
2025-04-03T12:36:26.853469,21,male,1.84,0.299,96.618,143.52,26.022,0.722,0.739,0.88,7
2025-04-03T12:36:41.996441,21,male,1.84,0.299,94.961,143.606,26.391,0.765,0.865,0.84,8
2025-04-03T12:36:57.657186,21,male,1.84,0.299,97.43,149.698,28.471,0.79,0.83,0.84,9
2025-04-03T12:37:13.573155,21,male,1.84,0.299,100.449,143.616,23.561,0.702,0.726,0.84,10
2025-04-03T12:37:29.847686,21,male,1.84,0.299,96.434,144.717,26.806,0.783,1.173,0.84,11
