start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T09:22:33.559033,21,male,1.68,0.274,89.336,147.612,25.33,0.829,1.2,0.4,1
2025-04-04T09:23:16.921975,21,male,1.68,0.274,82.252,151.423,30.533,0.995,1.251,0.4,2
2025-04-04T09:23:50.550426,21,male,1.68,0.274,85.104,148.808,28.391,0.869,1.069,0.44,3
2025-04-04T09:24:24.546968,21,male,1.68,0.274,82.003,151.083,30.554,0.922,1.21,0.44,4
2025-04-04T09:24:50.645790,21,male,1.68,0.274,86.083,143.452,25.666,0.871,1.077,0.4,5
2025-04-04T09:25:18.043804,21,male,1.68,0.274,75.506,143.271,29.702,1.156,1.849,0.36,6
2025-04-04T09:25:44.068681,21,male,1.68,0.274,90.964,148.019,25.352,0.838,1.415,0.4,7
2025-04-04T09:26:07.493244,21,male,1.68,0.274,89.406,139.899,23.238,0.785,1.043,0.4,8
2025-04-04T09:26:25.936877,21,male,1.68,0.274,79.572,145.115,29.347,0.873,1.007,0.44,9
2025-04-04T09:26:59.691915,21,male,1.68,0.274,82.222,142.143,27.161,0.966,1.139,0.4,10
