start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T12:31:11.445760,21,male,1.84,0.299,72.513,151.602,43.265,1.436,1.536,0.72,1
2025-04-03T12:31:27.740020,21,male,1.84,0.299,72.64,150.894,43.268,1.354,1.454,0.72,2
2025-04-03T12:31:44.444334,21,male,1.84,0.299,75.072,145.846,38.904,1.129,1.229,0.84,3
2025-04-03T12:32:01.223743,21,male,1.84,0.299,76.384,143.648,36.935,1.09,1.232,0.8,4
2025-04-03T12:32:19.075898,21,male,1.84,0.299,63.534,148.479,47.085,1.281,1.381,0.88,5
2025-04-03T12:32:36.897276,21,male,1.84,0.299,69.56,147.79,43.1,1.176,1.276,0.88,6
2025-04-03T12:32:54.063843,21,male,1.84,0.299,68.105,146.142,42.607,1.128,1.264,0.92,7
2025-04-03T12:33:10.425873,21,male,1.84,0.299,70.46,145.014,40.103,1.155,1.255,0.84,8
2025-04-03T12:33:26.419119,21,male,1.84,0.299,66.528,149.722,45.687,1.199,1.299,0.92,9
2025-04-03T12:33:41.796414,21,male,1.84,0.299,66.821,147.469,44.647,1.254,1.354,0.84,10
2025-04-03T12:33:59.026043,21,male,1.84,0.299,64.994,149.644,46.615,1.268,1.368,0.88,11
