start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T12:38:27.832448,21,male,1.84,0.299,88.608,149.213,33.561,0.908,1.128,0.84,1
2025-04-03T12:38:43.224392,21,male,1.84,0.299,83.473,147.313,35.633,0.946,1.062,0.88,2
2025-04-03T12:38:58.905916,21,male,1.84,0.299,76.882,151.415,41.79,1.052,1.253,0.92,3
2025-04-03T12:39:14.464503,21,male,1.84,0.299,93.06,151.66,32.711,0.884,1.348,0.84,4
2025-04-03T12:39:29.344363,21,male,1.84,0.299,83.825,142.741,33.314,0.994,1.374,0.84,5
2025-04-03T12:39:44.564559,21,male,1.84,0.299,93.5,151.622,32.092,0.842,0.962,0.84,6
2025-04-03T12:39:59.680939,21,male,1.84,0.299,87.639,146.077,32.677,0.895,0.936,0.84,7
2025-04-03T12:40:15.148242,21,male,1.84,0.299,94.508,139.849,24.729,0.787,1.0,0.8,8
2025-04-03T12:40:31.351971,21,male,1.84,0.299,90.849,150.58,33.313,0.883,1.1,0.84,9
2025-04-03T12:40:47.413979,21,male,1.84,0.299,94.577,146.659,28.793,0.849,0.949,0.8,10
2025-04-03T12:41:03.187998,21,male,1.84,0.299,96.544,145.53,26.965,0.804,1.179,0.8,11
