start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T08:50:19.184379,21,male,1.68,0.274,91.146,147.357,29.421,1.348,1.448,0.52,1
2025-04-04T08:50:39.062200,21,male,1.68,0.274,92.164,150.951,30.114,1.32,1.42,0.52,2
2025-04-04T08:51:04.565136,21,male,1.68,0.274,96.878,150.637,27.231,1.256,1.356,0.52,3
2025-04-04T08:51:25.409227,21,male,1.68,0.274,90.389,139.345,25.613,1.206,1.324,0.48,4
2025-04-04T08:51:49.303296,21,male,1.68,0.274,95.803,148.28,25.53,1.293,1.389,0.44,5
2025-04-04T08:52:12.505676,21,male,1.68,0.274,99.395,147.998,23.31,1.144,1.44,0.48,6
2025-04-04T08:52:36.688212,21,male,1.68,0.274,98.111,151.298,27.079,1.264,1.313,0.48,7
2025-04-04T08:53:04.518875,21,male,1.68,0.274,95.853,149.71,27.42,1.229,1.329,0.44,8
2025-04-04T08:53:29.735424,21,male,1.68,0.274,96.074,151.905,28.664,1.334,1.434,0.48,9
2025-04-04T08:53:54.875596,21,male,1.68,0.274,94.932,139.273,21.154,1.202,1.51,0.44,10
2025-04-04T08:54:18.283141,21,male,1.68,0.274,95.2,142.944,24.4,1.34,1.44,0.44,11
2025-04-04T08:54:37.557497,21,male,1.68,0.274,96.38,148.002,26.587,1.242,1.342,0.44,12
2025-04-04T08:54:54.387563,21,male,1.68,0.274,98.883,151.07,27.181,1.128,1.198,0.44,13
2025-04-04T08:55:28.415713,21,male,1.68,0.274,97.402,147.372,24.491,1.223,1.343,0.48,14
2025-04-04T08:56:08.154383,21,male,1.68,0.274,93.383,143.429,25.394,1.23,1.33,0.44,15
