start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T08:02:13.323455,21,male,1.84,0.781,146.86,168.716,13.657,0.443,1.033,0.92,1
2025-04-03T08:02:34.873925,21,male,1.84,0.781,151.262,166.815,10.129,0.387,0.792,0.8,2
2025-04-03T08:03:14.434704,21,male,1.84,0.781,148.257,167.133,11.737,0.375,0.778,0.72,3
2025-04-03T08:03:33.749955,21,male,1.84,0.781,148.158,167.586,12.442,0.406,0.736,0.76,4
2025-04-03T08:03:52.501566,21,male,1.84,0.781,145.458,165.843,12.613,0.407,0.593,0.8,5
2025-04-03T08:04:11.795691,21,male,1.84,0.781,146.968,169.299,14.847,0.464,0.859,0.84,6
2025-04-03T08:04:30.216795,21,male,1.84,0.781,149.896,169.819,13.157,0.361,0.892,0.76,7
2025-04-03T08:04:49.226892,21,male,1.84,0.781,149.642,165.247,9.578,0.288,1.027,0.76,8
2025-04-03T08:05:07.096014,21,male,1.84,0.781,142.942,165.587,14.072,0.475,0.664,0.76,9
2025-04-03T08:05:25.648660,21,male,1.84,0.781,132.891,167.985,23.093,0.794,0.892,0.8,10
2025-04-03T08:05:45.113944,21,male,1.84,0.781,142.953,167.28,15.207,0.446,0.829,0.84,11
