start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T08:10:25.233398,21,male,1.84,0.781,86.151,166.445,51.119,1.396,1.655,1.12,1
2025-04-03T08:10:44.864024,21,male,1.84,0.781,85.179,169.134,53.319,1.424,1.485,1.12,2
2025-04-03T08:11:03.171497,21,male,1.84,0.781,86.63,163.695,49.537,1.384,1.767,1.08,3
2025-04-03T08:11:21.521127,21,male,1.84,0.781,88.01,167.987,51.11,1.436,1.443,1.0,4
2025-04-03T08:11:41.109763,21,male,1.84,0.781,87.506,169.802,52.423,1.406,1.547,1.04,5
2025-04-03T08:11:59.863345,21,male,1.84,0.781,82.959,166.1,53.196,1.441,1.739,1.08,6
2025-04-03T08:12:18.899079,21,male,1.84,0.781,80.767,164.463,53.278,1.449,1.773,1.08,7
2025-04-03T08:12:37.371031,21,male,1.84,0.781,83.804,168.118,54.175,1.519,1.595,1.04,8
2025-04-03T08:12:55.551688,21,male,1.84,0.781,83.672,166.272,52.978,1.514,1.707,1.04,9
2025-04-03T08:13:14.268164,21,male,1.84,0.781,87.163,165.706,50.35,1.386,1.485,1.04,10
2025-04-03T08:13:34.117924,21,male,1.84,0.781,83.027,168.577,54.771,1.468,1.568,1.08,11
