start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T08:04:06.088885,21,male,1.68,0.741,100.8,169.137,42.404,1.335,1.665,0.967,1
2025-04-04T08:04:29.860333,21,male,1.68,0.741,98.092,165.119,40.888,1.251,1.605,0.967,2
2025-04-04T08:04:49.399788,21,male,1.68,0.741,97.028,165.665,41.404,1.384,2.283,0.867,3
2025-04-04T08:05:12.395938,21,male,1.68,0.741,94.506,160.258,38.87,1.264,1.265,0.933,4
2025-04-04T08:05:34.685563,21,male,1.68,0.741,93.662,165.883,43.302,1.392,1.948,0.933,5
2025-04-04T08:05:56.401091,21,male,1.68,0.741,93.682,168.779,45.325,1.398,2.102,0.933,6
2025-04-04T08:06:17.611893,21,male,1.68,0.741,88.4,168.778,48.537,1.404,1.835,1.0,7
2025-04-04T08:06:37.047464,21,male,1.68,0.741,95.441,162.662,40.899,1.28,2.258,0.933,8
2025-04-04T08:07:01.541149,21,male,1.68,0.741,95.13,168.074,42.916,1.328,1.528,0.9,9
2025-04-04T08:07:25.417162,21,male,1.68,0.741,90.758,160.366,42.172,1.347,1.896,0.933,10
