start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-04T12:36:16.479280,21,male,1.68,0.385,111.296,156.257,16.396,1.124,1.351,0.32,1
2025-04-04T12:37:05.990567,21,male,1.68,0.385,110.598,154.605,17.092,1.137,1.196,0.32,2
2025-04-04T12:38:02.551723,21,male,1.68,0.385,113.035,148.868,13.561,1.09,1.191,0.28,3
2025-04-04T12:38:55.210734,21,male,1.68,0.385,110.708,155.984,16.727,0.931,1.162,0.36,4
2025-04-04T12:39:41.348718,21,male,1.68,0.385,95.551,146.105,18.933,1.207,1.429,0.36,5
2025-04-04T12:40:42.717516,21,male,1.68,0.385,94.391,155.172,21.661,1.182,1.378,0.4,6
2025-04-04T12:41:34.312203,21,male,1.68,0.385,101.014,156.834,20.13,1.092,1.291,0.4,7
2025-04-04T12:42:26.726061,21,male,1.68,0.385,88.622,153.8,24.166,1.408,1.945,0.36,8
2025-04-04T12:43:19.431441,21,male,1.68,0.385,94.363,157.092,21.924,1.065,1.431,0.44,9
2025-04-04T12:44:11.966996,21,male,1.68,0.385,97.315,157.971,21.378,1.041,1.252,0.44,10
2025-04-04T12:45:08.263603,21,male,1.68,0.385,99.681,150.472,18.847,1.182,1.235,0.36,11
