start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
,,,,,,,48.21,0.23,0.48,1.4,1
,,,,,,,50.87,0.22,0.4,1.52,2
,,,,,,,48.46,0.24,0.47,1.32,3
,,,,,,,47.15,0.16,0.46,1.96,4
,,,,,,,45.83,0.16,0.44,1.96,5
,,,,,,,48.49,0.17,0.45,1.84,6
,,,,,,,49.96,0.17,0.4,1.96,7
,,,,,,,46.5,0.19,0.47,1.64,8
,,,,,,,47.41,0.22,0.42,1.36,9
,,,,,,,47.04,0.2,0.42,1.52,10
