start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
,,,,,,,48.21,0.09,0.21,1.4,1
,,,,,,,50.87,0.08,0.18,1.52,2
,,,,,,,48.46,0.09,0.21,1.32,3
,,,,,,,47.15,0.06,0.2,1.96,4
,,,,,,,45.83,0.06,0.19,1.96,5
,,,,,,,48.49,0.07,0.2,1.84,6
,,,,,,,49.96,0.07,0.18,1.96,7
,,,,,,,46.5,0.07,0.21,1.64,8
,,,,,,,47.41,0.09,0.19,1.36,9
,,,,,,,47.04,0.08,0.19,1.52,10
