start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
,,,,,,,48.21,0.23,0.48,1.4,1
,,,,,,,50.87,0.22,0.4,1.52,2
,,,,,,,48.46,0.24,0.47,1.32,3
