start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-09T12:47:17.539434,21,male,1.84,0.706,61.034,131.708,38.328,2.6,3.3,0.24,1
2025-04-09T12:48:45.690871,21,male,1.84,0.706,50.563,133.728,40.85,2.6,3.3,0.28,2
2025-04-09T12:51:15.828889,21,male,1.84,0.706,54.199,111.44,29.459,2.6,3.066,0.2,3
2025-04-09T12:53:18.165336,21,male,1.84,0.706,55.294,124.052,33.675,2.6,3.3,0.24,4
2025-04-09T12:56:42.826641,21,male,1.84,0.706,54.719,124.476,34.095,2.6,3.3,0.24,5
2025-04-09T12:59:41.788820,21,male,1.84,0.706,46.734,127.648,39.962,2.6,3.3,0.24,6
2025-04-09T13:02:23.499165,21,male,1.84,0.706,24.573,120.573,45.64,2.6,3.3,0.24,7
2025-04-09T13:04:06.145425,21,male,1.84,0.706,47.523,134.614,41.798,2.6,3.3,0.24,8
2025-04-09T13:05:03.114275,21,male,1.84,0.706,51.977,122.521,35.118,2.6,3.3,0.24,9
2025-04-09T13:06:01.274729,21,male,1.84,0.706,52.513,129.565,39.68,2.6,3.3,0.24,10
2025-04-09T13:07:00.395623,21,male,1.84,0.706,58.151,138.418,37.921,2.6,3.3,0.24,11
2025-04-09T13:08:08.140760,21,male,1.84,0.706,38.062,138.546,58.787,2.6,3.3,0.2,12
2025-04-09T13:09:34.037824,21,male,1.84,0.706,51.59,98.856,23.719,2.6,2.848,0.16,13
2025-04-09T13:11:58.914602,21,male,1.84,0.706,38.397,110.006,35.241,2.6,3.3,0.2,14
