start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-06T12:05:43.464252,21,male,1.68,0.668,49.339,95.599,23.743,2.6,3.3,0.16,1
2025-04-06T12:06:58.492755,21,male,1.68,0.668,29.506,107.633,37.539,2.6,3.3,0.24,2
2025-04-06T12:08:13.844552,21,male,1.68,0.668,58.553,139.105,39.531,2.6,3.3,0.24,3
2025-04-06T12:09:14.519359,21,male,1.68,0.668,41.332,135.262,46.851,2.6,3.3,0.24,4
2025-04-06T12:10:09.683143,21,male,1.68,0.668,62.111,119.822,27.807,2.6,3.206,0.24,5
2025-04-06T12:11:34.785656,21,male,1.68,0.668,58.186,114.37,25.719,2.6,3.229,0.2,6
2025-04-06T12:12:42.599823,21,male,1.68,0.668,78.648,128.643,20.474,2.41,2.769,0.28,7
2025-04-06T12:13:37.289158,21,male,1.68,0.668,52.627,136.488,39.979,2.6,3.3,0.28,8
2025-04-06T12:14:37.711210,21,male,1.68,0.668,48.535,123.548,30.021,2.6,2.96,0.28,9
2025-04-06T12:15:48.353331,21,male,1.68,0.668,61.497,136.966,29.937,2.6,3.3,0.16,10
2025-04-06T12:16:51.009348,21,male,1.68,0.668,63.173,136.438,32.371,2.6,2.877,0.28,11
