start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-06T12:26:36.743757,21,male,1.68,0.668,44.364,89.256,72.109,1.538,2.31,0.64,1
2025-04-06T12:27:24.261911,21,male,1.68,0.668,48.503,104.16,89.271,1.947,3.019,0.68,2
2025-04-06T12:28:08.492085,21,male,1.68,0.668,35.964,101.454,104.689,2.002,3.16,0.68,3
2025-04-06T12:28:57.405449,21,male,1.68,0.668,37.482,109.678,115.047,1.916,2.864,0.8,4
2025-04-06T12:29:44.557220,21,male,1.68,0.668,39.123,110.19,112.832,2.052,3.045,0.76,5
2025-04-06T12:30:31.580772,21,male,1.68,0.668,39.421,113.697,118.197,2.195,3.226,0.76,6
2025-04-06T12:31:20.032180,21,male,1.68,0.668,45.858,116.212,112.607,2.021,2.648,0.8,7
2025-04-06T12:32:07.431781,21,male,1.68,0.668,40.668,108.356,108.193,1.902,2.882,0.76,8
2025-04-06T12:32:55.025416,21,male,1.68,0.668,36.663,110.818,118.128,2.087,3.055,0.76,9
2025-04-06T12:33:41.679017,21,male,1.68,0.668,41.998,110.788,109.358,2.034,2.758,0.72,10
2025-04-06T12:34:34.545798,21,male,1.68,0.668,39.757,107.826,108.413,1.804,2.671,0.84,11
2025-04-06T12:35:26.451004,21,male,1.68,0.668,35.467,110.183,119.211,1.884,2.691,0.84,12
2025-04-06T12:36:31.817413,21,male,1.68,0.668,36.455,117.446,129.328,2.143,2.928,0.84,13
2025-04-06T12:37:52.525254,21,male,1.68,0.668,40.172,117.219,122.796,1.903,2.918,0.92,14
2025-04-06T12:38:25.391771,21,male,1.68,0.668,35.368,35.368,0.0,0.0,0.0,0.0,15
