start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-06T12:26:06.707934,21,male,1.68,0.668,38.285,88.273,79.527,1.611,2.204,0.68,1
2025-04-06T12:26:52.408856,21,male,1.68,0.668,35.884,103.131,107.713,1.93,2.738,0.72,2
2025-04-06T12:27:41.101861,21,male,1.68,0.668,44.225,105.908,98.399,1.883,2.736,0.76,3
2025-04-06T12:28:28.675003,21,male,1.68,0.668,44.926,107.975,99.731,1.915,2.761,0.76,4
2025-04-06T12:29:15.654485,21,male,1.68,0.668,39.773,105.194,104.065,1.852,2.828,0.76,5
2025-04-06T12:30:04.396393,21,male,1.68,0.668,40.079,108.016,107.843,1.9,2.726,0.8,6
2025-04-06T12:30:52.921047,21,male,1.68,0.668,43.28,109.096,104.687,1.906,2.7,0.76,7
2025-04-06T12:31:41.439446,21,male,1.68,0.668,39.98,108.968,110.259,1.947,2.8,0.76,8
2025-04-06T12:32:31.557744,21,male,1.68,0.668,39.667,108.692,109.942,1.988,2.747,0.8,9
2025-04-06T12:33:21.884159,21,male,1.68,0.668,43.613,109.11,104.049,1.837,2.768,0.8,10
2025-04-06T12:34:15.049343,21,male,1.68,0.668,41.42,112.282,112.168,1.896,2.729,0.84,11
2025-04-06T12:35:06.781348,21,male,1.68,0.668,43.565,114.352,113.658,1.966,3.259,0.8,12
