start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T08:46:23.091393,21,male,1.84,0.279,50.08,145.036,55.209,1.596,2.414,0.96,1
2025-04-03T08:47:18.539425,21,male,1.84,0.279,49.926,153.642,60.576,1.052,2.398,1.72,2
2025-04-03T08:48:07.351415,21,male,1.84,0.279,48.912,154.828,61.879,1.053,2.26,1.72,3
2025-04-03T08:48:26.188212,21,male,1.84,0.279,52.443,156.127,60.204,1.009,2.118,1.76,4
2025-04-03T08:48:41.544670,21,male,1.84,0.279,50.872,154.707,60.456,1.12,2.006,1.6,5
2025-04-03T08:48:58.088358,21,male,1.84,0.279,49.578,157.593,62.843,1.064,2.084,1.72,6
2025-04-03T08:50:07.830585,21,male,1.84,0.279,48.939,154.911,61.82,1.136,2.114,1.6,7
2025-04-03T08:51:16.068457,21,male,1.84,0.279,49.364,156.731,62.605,1.09,2.003,1.68,8
2025-04-03T08:52:22.935102,21,male,1.84,0.279,50.633,158.937,63.003,1.184,2.12,1.56,9
2025-04-03T08:52:40.370944,21,male,1.84,0.279,50.49,157.215,62.065,0.989,1.861,1.84,10
