start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T09:01:18.936594,21,male,1.84,0.279,18.713,164.184,85.317,2.6,3.3,0.52,1
2025-04-03T09:01:32.617644,21,male,1.84,0.279,16.946,170.61,94.072,2.041,3.3,1.52,2
2025-04-03T09:01:46.689916,21,male,1.84,0.279,17.142,168.732,95.612,2.096,3.3,1.48,3
2025-04-03T09:02:02.376739,21,male,1.84,0.279,17.177,172.296,90.809,1.768,3.3,1.64,4
2025-04-03T09:02:17.960052,21,male,1.84,0.279,17.55,171.498,91.596,1.839,3.3,1.64,5
2025-04-03T09:02:33.506875,21,male,1.84,0.279,17.465,171.047,93.254,1.936,3.3,1.64,6
2025-04-03T09:02:48.775074,21,male,1.84,0.279,13.582,171.154,101.379,2.009,3.3,1.6,7
2025-04-03T09:03:04.567987,21,male,1.84,0.279,16.845,170.355,88.758,1.687,3.3,1.64,8
2025-04-03T09:03:20.829318,21,male,1.84,0.279,16.743,172.166,95.796,1.907,3.3,1.72,9
2025-04-03T09:03:36.364856,21,male,1.84,0.279,17.487,171.049,95.593,1.811,3.3,1.6,10
2025-04-03T09:03:52.448276,21,male,1.84,0.279,18.381,171.754,90.693,1.697,3.3,1.68,11
