start_datetime,age,gender,height (m),effective_length (m),min_angle (°),max_angle (°),ROM (cm),VMED (m/s),VMAX (m/s),rep_time,repetition
2025-04-03T08:53:35.529845,21,male,1.84,0.279,50.584,147.112,55.779,1.486,2.245,1.0,1
2025-04-03T08:53:50.306314,21,male,1.84,0.279,53.629,155.154,59.208,1.082,2.059,1.6,2
2025-04-03T08:54:06.331542,21,male,1.84,0.279,50.902,154.894,60.453,1.107,2.124,1.64,3
2025-04-03T08:54:21.938196,21,male,1.84,0.279,50.548,157.39,62.345,1.115,2.282,1.64,4
2025-04-03T08:54:37.506596,21,male,1.84,0.279,54.402,157.42,60.108,1.069,2.033,1.64,5
2025-04-03T08:54:54.636964,21,male,1.84,0.279,52.528,156.151,60.311,0.972,1.556,1.8,6
2025-04-03T08:55:09.901155,21,male,1.84,0.279,54.286,152.606,57.465,1.064,1.666,1.6,7
2025-04-03T08:55:25.888530,21,male,1.84,0.279,52.911,156.351,60.488,1.055,1.564,1.68,8
2025-04-03T08:55:43.941981,21,male,1.84,0.279,57.129,158.469,59.017,0.927,1.732,1.88,9
2025-04-03T08:56:01.367514,21,male,1.84,0.279,52.768,156.602,60.729,0.991,1.817,1.8,10
2025-04-03T08:56:18.061029,21,male,1.84,0.279,53.476,156.797,60.322,1.025,1.813,1.72,11
2025-04-03T08:56:35.380197,21,male,1.84,0.279,52.906,156.676,60.277,0.972,1.749,1.84,12
2025-04-03T08:56:52.336161,21,male,1.84,0.279,55.342,156.382,59.16,0.982,1.705,1.76,13
2025-04-03T08:57:08.440978,21,male,1.84,0.279,53.326,155.021,59.318,1.039,2.021,1.68,14
